1Jy 1046-409, radec J2000, 10:48:40.4232h, -41:13:46.776d, (800 31400 1.553 -0.4117)
1Jy 1049+21, radec J2000, 10:51:48.7872h, 21:19:51.06d, (318 90000 0.7338 -0.1963)
1Jy 1055+20, radec J2000, 10:58:17.4768h, 19:52:11.064d, (26 31400 1.824 -0.4571)
1Jy 1055+01, radec J2000, 10:58:29.5968h, 1:33:58.86d, (318 90000 0.8876 -0.1077)
1Jy 1057-79, radec J2000, 10:58:43.92h, -80:03:45.432d, (800 8870 -1.19 0.36)
1Jy 1104-445, radec J2000, 11:07:08.688h, -44:49:07.464d, (800 8870 -0.2908 0.1644)
1Jy 1116+12, radec J2000, 11:18:57.3h, 12:34:41.592d, (365 31400 2.44 -0.59 0 0 -4.39 -1)
1Jy 1116-46, radec J2000, 11:18:26.8176h, -46:34:14.484d, (635 8870 -3.19 0.7 0 0 32 -1)
1Jy 1117+14, radec J2000, 11:20:27.7104h, 14:20:56.22d, (318 10695 4.05 -1.02 0 0 -11.32 -1)
1Jy 1127-14, radec J2000, 11:30:07.0608h, -14:49:27.876d, (365 90000 1.269 -0.151)
1Jy 1136-13, radec J2000, 11:39:10.644h, -13:50:44.844d, (12 31400 2.887 -0.6974)
1Jy 1137+66 | *3C263.0, radec J2000, 11:39:57.9648h, 65:47:47.148d, (38 31400 3.39 -0.9 0 0 -1.43 -1)
1Jy 1142+19 | *3C264, radec J2000, 11:45:04.9992h, 19:36:35.496d, (13 10695 3.38 -0.83)
1Jy 1143-48, radec J2000, 11:45:30.8208h, -48:36:12.24d, (408 5009 2.47 -0.64)
1Jy 1143-245, radec J2000, 11:46:08.1408h, -24:47:33.576d, (800 31400 2.2 -0.6)
1Jy 1144-379, radec J2000, 11:47:01.3752h, -38:12:11.016d, (800 31400 -1.723 0.5108)
1Jy 1145-071, radec J2000, 11:47:51.564h, -7:24:40.752d, (800 31400 0.46 -0.13)
1Jy 1147+24, radec J2000, 11:50:19.2168h, 24:17:53.664d, (318 90000 -0.27 0.05)
1Jy 1148-00, radec J2000, 11:50:43.8696h, -0:23:54.384d, (318 90000 3.09 -0.68 0 0 -10.33 -1)
1Jy 1150+81, radec J2000, 11:53:12.492h, 80:58:28.92d, (408 31400 -0.73 0.15 0 0 9.44 -1)
1Jy 1150+49, radec J2000, 11:53:24.54h, 49:31:08.904d, (365 31400 1.256 -0.3027)
1Jy 1151-34, radec J2000, 11:54:21.696h, -35:05:29.472d, (468 31400 4.31 -0.98 0 0 -10.01 -1)
1Jy 1157+73 | *3C268.1, radec J2000, 12:00:20.16h, 73:00:45.576d, (38 31400 2.54 -0.48 0 0 -0.01 1)
1Jy 1202-26, radec J2000, 12:05:02.9496h, -26:34:09.732d, (365 31400 -1.6 0.33 0 0 18.08 -1)
1Jy 1203+64 | *3C268.3, radec J2000, 12:06:24.6984h, 64:13:36.804d, (178 31400 5 -1.27 0 0 -10.12 -1)
1Jy 1213+35, radec J2000, 12:15:55.7184h, 34:48:15.732d, (318 31400 1.3 -0.35)
1Jy 1213-17, radec J2000, 12:15:46.6896h, -17:31:45.012d, (365 89600 -1.62 0.4 0 0 13.69 -1)
1Jy 1216+48, radec J2000, 12:19:06.4224h, 48:29:55.968d, (408 31400 -0.17 0.05)
1Jy 1216+06 | *3C270.0, radec J2000, 12:19:24.0048h, 5:49:20.928d, (12 31400 2.98 -0.53)
1Jy 1221-42, radec J2000, 12:23:43.8024h, -42:35:25.692d, (468 5009 2.41 -0.64)
1Jy 1222+13 | *3C272.1, radec J2000, 12:25:03.6648h, 12:53:09.24d, (38 31400 2.73 -0.61)
1Jy 1226+02 | *3C273.0, radec J2000, 12:29:06.6984h, 2:03:08.46d, (12 90000 1.772 -0.03655)
1Jy 1228+12 | *3C274.0, radec J2000, 12:30:49.4184h, 12:23:27.888d, (10 90000 4.93 -0.83)
1Jy 1229-02, radec J2000, 12:32:00.0216h, -2:24:05.148d, (12 31400 1.39 -0.4 0 0 3.98 -1)
1Jy 1237-10, radec J2000, 12:39:43.0656h, -10:23:28.824d, (327 31400 2.99 -0.71 0 0 -11.3 -1)
1Jy 1239-04 | *3C275.0, radec J2000, 12:42:19.5048h, -4:46:18.732d, (80 14900 3.623 -0.9835)
1Jy 1243-072, radec J2000, 12:46:04.188h, -7:30:47.088d, (800 10695 -0.7 0.2)
1Jy 1244-255, radec J2000, 12:46:46.8432h, -25:47:51.036d, (408 31400 2.21 -0.83 0 0 0.02 1)
1Jy 1245-19, radec J2000, 12:48:23.9016h, -19:59:18.888d, (365 31400 4.31 -0.98 0 0 -11.13 -1)
1Jy 1246-41, radec J2000, 12:48:49.0416h, -41:18:42.48d, (80 31400 3.3 -0.86)
1Jy 1250+56 | *3C277.1, radec J2000, 12:52:26.3448h, 56:34:19.596d, (178 14900 3.69 -0.99 0 0 -4.48 -1)
1Jy 1251+27 | *3C277.3, radec J2000, 12:54:11.7216h, 27:37:32.088d, (26 14900 2.63 -0.69)
1Jy 1251-12 | *3C278.0, radec J2000, 12:54:36.6528h, -12:33:28.332d, (14 31400 3.45 -0.81)
1Jy 1252+11, radec J2000, 12:54:38.244h, 11:41:05.424d, (365 31400 -0.08 0.04)
1Jy 1253-05 | *3C279.0, radec J2000, 12:56:11.1696h, -5:47:21.66d, (14 90000 0.9155 0.05333)
1Jy 1254+47 | *3C280.0, radec J2000, 12:56:57.5616h, 47:20:20.292d, (26 31400 3.91 -0.99 0 0 -2.47 -1)
1Jy 1255-316, radec J2000, 12:57:59.0664h, -31:55:17.076d, (800 31400 6 -1.28 0 0 -44.85 -1)
1Jy 1302-102, radec J2000, 13:05:33.1824h, -10:33:24.48d, (800 31400 -0.5172 0.1395)
1Jy 1306-09, radec J2000, 13:08:39.1728h, -9:50:31.74d, (20 87200 2.96 -0.73)
1Jy 1308+32, radec J2000, 13:10:28.6872h, 32:20:42.936d, (318 90000 -0.4758 0.1988)
1Jy 1308-22 | *3C283.0, radec J2000, 13:11:39.444h, -22:16:37.956d, (80 31400 5.86 -1.52 0 0 -7.58 -1)
1Jy 1313-333, radec J2000, 13:16:07.9896h, -33:38:59.316d, (800 31400 5.11 -0.99 0 0 -52.33 -1)
1Jy 1318-434, radec J2000, 13:21:12.3456h, -43:42:39.42d, (800 31400 2.57 -0.61)
1Jy 1320-446, radec J2000, 13:23:04.248h, -44:52:33.636d, (800 5009 3.366 -0.907)
1Jy 1322-42, radec J2000, 13:25:32.0616h, -43:03:59.796d, (80 31400 5.44 -0.92 0 0 -3.52 -1)
1Jy 1323+32, radec J2000, 13:26:16.5528h, 31:54:10.08d, (318 10695 3.76 -0.86 0 0 -8.37 -1)
1Jy 1328+30 | *3C286, radec J2000, 13:31:08.2824h, 30:30:32.904d, (26 22000 2.871 -0.5448)
1Jy 1328+25 | *3C287, radec J2000, 13:30:37.6776h, 25:09:10.872d, (26 15000 3.11 -0.69 0 0 -2.04 -1)
1Jy 1330+02 | *3C287.1, radec J2000, 13:32:56.292h, 2:00:49.176d, (12 31400 1.93 -0.49 0 0 1.9 -1)
1Jy 1332-33, radec J2000, 13:35:49.6464h, -33:53:12.588d, (408 5009 3.56 -0.87)
1Jy 1333-33, radec J2000, 13:36:37.3416h, -33:58:01.2d, (160 31400 2.62 -0.62)
1Jy 1334-33, radec J2000, 13:37:39.1584h, -34:09:27.396d, (800 5009 -0.169 0.18)
1Jy 1335-06, radec J2000, 13:38:08.0112h, -6:27:09.648d, (12 10695 4.06 -1.08 0 0 -2.61 -1)
1Jy 1345+12, radec J2000, 13:47:33.3744h, 12:17:23.784d, (365 31400 3.28 -0.73 0 0 -6.31 -1)
1Jy 1350+31 | *3C293, radec J2000, 13:52:17.8632h, 31:26:46.68d, (26 14900 3.33 -0.81 0 0 -2.36 -1)
1Jy 1352-104, radec J2000, 13:54:46.6056h, -10:41:03.3d, (408 10695 1.068 -0.3164)
1Jy 1354+19, radec J2000, 13:57:04.3848h, 19:19:07.788d, (17 89600 1.106 -0.2406)
1Jy 1354-152, radec J2000, 13:57:11.2392h, -15:27:28.62d, (408 31400 -0.1203 0.08342)
1Jy 1355-41, radec J2000, 13:58:59.856h, -41:52:50.34d, (80 31400 3.13 -0.8)
1Jy 1358+62, radec J2000, 14:00:28.5888h, 62:10:40.116d, (408 10695 4.34 -1.03 0 0 -11.69 -1)
1Jy 1404+28, radec J2000, 14:07:00.3912h, 28:27:14.544d, (430 90000 -2.4 0.7345)
1Jy 1406-076, radec J2000, 14:08:56.5584h, -7:52:28.668d, (408 10695 2.39 -0.55 0 0 -15.16 -1)
1Jy 1409+52 | *3C295.0, radec J2000, 14:11:20.6472h, 52:12:09.036d, (26 31400 4.224 -0.9238)
1Jy 1413+34, radec J2000, 14:16:04.2024h, 34:44:36.384d, (365 10695 5.65 -1.33 0 0 -26.21 -1)
1Jy 1414+11 | *3C296.0, radec J2000, 14:16:50.6712h, 10:48:01.476d, (13 5009 2.68 -0.65)
1Jy 1416+06 | *3C298.0, radec J2000, 14:19:08.2392h, 6:28:34.5d, (12 14900 4.133 -1.06)
1Jy 1418+54, radec J2000, 14:19:46.5984h, 54:23:14.424d, (408 90000 -1.56 0.37 0 0 7.73 -1)
1Jy 1420+19 | *3C300, radec J2000, 14:23:00.9192h, 19:35:18.6d, (13 14900 3.76 -0.99 0 0 -1.51 -1)
1Jy 1424-41, radec J2000, 14:27:56.1552h, -42:06:16.92d, (800 31400 1.439 -0.2936)
1Jy 1434+03, radec J2000, 14:36:57.1128h, 3:24:13.716d, (38 22000 2.65 -0.7)
1Jy 1435+63, radec J2000, 14:36:45.7752h, 63:36:37.8d, (408 31400 1.1 -0.29)
1Jy 1442+101, radec J2000, 14:45:16.4544h, 9:58:35.724d, (365 22000 4.65 -1.12 0 0 -18.17 -1)
1Jy 1451-375, radec J2000, 14:54:27.408h, -37:47:33.144d, (800 31400 0.84 -0.1787)
1Jy 1453-10, radec J2000, 14:55:55.0968h, -11:08:56.328d, (14 10695 3.88 -1 0 0 -2.36 -1)
1Jy 1458+71 | *3C309.1, radec J2000, 14:59:07.596h, 71:40:19.704d, (38 31400 3.47 -0.78 0 0 -2.87 -1)
1Jy 1502+26 | *3C310, radec J2000, 15:04:57.108h, 26:00:58.32d, (26 10695 3.49 -0.66 0 0 -0.02 1)
1Jy 1502+10, radec J2000, 15:04:24.9744h, 10:29:39.084d, (365 90000 -0.3051 0.1743)
1Jy 1504+37, radec J2000, 15:06:09.5232h, 37:30:50.904d, (408 90000 0.3909 -0.09501)
1Jy 1504-167, radec J2000, 15:07:04.848h, -16:52:29.064d, (365 31400 0.9047 -0.1493)
1Jy 1508+08 | *3C313.0, radec J2000, 15:11:00.1944h, 7:51:40.248d, (16 5009 3.33 -0.87)
1Jy 1508-05, radec J2000, 15:10:53.556h, -5:43:07.5d, (178 31400 2.67 -0.61 0 0 -2.8 -1)
1Jy 1510-08, radec J2000, 15:12:50.5488h, -9:06:00.288d, (365 90000 0.7961 -0.1011)
1Jy 1511+26 | *3C315, radec J2000, 15:13:40.0752h, 26:07:31.224d, (26 10695 3.28 -0.85)
1Jy 1514+00, radec J2000, 15:16:40.1712h, 0:15:10.476d, (14 31400 1.85 -0.453)
1Jy 1514-24, radec J2000, 15:17:41.784h, -24:22:19.272d, (408 90000 0.7374 -0.1125)
1Jy 1518+047, radec J2000, 15:21:14.3904h, 4:30:21.276d, (408 10695 11.15 -2.68 0 0 -48.51 -1)
1Jy 1519-273, radec J2000, 15:22:37.6632h, -27:30:10.152d, (800 31400 9.28 -1.9 0 0 -76.32 -1)
1Jy 1524-13, radec J2000, 15:26:59.4552h, -13:51:01.404d, (750 22000 2.79 -0.74)
1Jy 1529+24 | *3C321, radec J2000, 15:31:50.76h, 24:02:43.548d, (26 31400 3.45 -0.91 0 0 -0.94 -1)
1Jy 1532+01, radec J2000, 15:34:52.4568h, 1:31:03.684d, (318 90000 0.6183 -0.1712)
1Jy 1538+14, radec J2000, 15:40:49.4328h, 14:47:46.104d, (318 90000 0.6085 -0.1042)
1Jy 1541-82, radec J2000, 15:51:02.2896h, -82:57:57.384d, (800 5009 -0.5684 0.1989)
1Jy 1546+027, radec J2000, 15:49:29.4192h, 2:37:01.308d, (408 90000 -0.3926 0.1347)
1Jy 1547-79, radec J2000, 15:55:21.4056h, -79:40:35.616d, (800 5009 2.567 -0.651)
1Jy 1548+056, radec J2000, 15:50:35.232h, 5:27:11.556d, (408 31400 0.8038 -0.129)
1Jy 1549-79, radec J2000, 15:56:58.5672h, -79:14:09.924d, (468 8870 1.36 -0.27 0 0 6.8 -1)
1Jy 1550-269, radec J2000, 15:54:02.5896h, -27:04:45.768d, (800 31400 1.04 -0.26)
1Jy 1555+001, radec J2000, 15:57:51.4272h, -0:01:50.52d, (408 90000 -0.1485 0.1029)
1Jy 1559+02 | *3C327.0, radec J2000, 16:02:30.2136h, 1:57:59.616d, (38 22000 3.43 -0.7889)
1Jy 1600+33, radec J2000, 16:02:07.3344h, 33:26:53.52d, (318 90000 1.089 -0.222)
1Jy 1602+01 | *3C327.1, radec J2000, 16:04:45.3456h, 1:17:51.072d, (38 14900 4.62 -1.2 0 0 -4.45 -1)
1Jy 1602-09, radec J2000, 16:05:26.4408h, -9:27:14.616d, (38 5009 3.05 -0.79)
1Jy 1606+10, radec J2000, 16:08:46.0992h, 10:29:08.196d, (318 31400 0.8892 -0.221)
1Jy 1607+26, radec J2000, 16:09:13.3104h, 26:41:29.004d, (318 15300 9.54 -2.23 0 0 -43.24 -1)
1Jy 1609+66 | *3C330.0, radec J2000, 16:09:37.2864h, 65:56:45.888d, (38 14900 4.2 -1.02 0 0 -3.75 -1)
1Jy 1610-77, radec J2000, 16:17:49.4952h, -77:17:18.384d, (800 8870 1.06 -0.13)
1Jy 1611+34, radec J2000, 16:13:41.04h, 34:12:47.808d, (365 90000 0.9928 -0.176)
1Jy 1619-680, radec J2000, 16:24:18.9504h, -68:09:09.72d, (800 5009 0.03985 0.06207)
1Jy 1622-29, radec J2000, 16:26:06.0264h, -29:51:26.82d, (800 31400 0.4651 -0.0586)
1Jy 1622-253, radec J2000, 16:25:45.0792h, -25:27:30.816d, (408 31400 2.1 -0.74 0 0 0.02 1)
1Jy 1624+41, radec J2000, 16:25:57.6168h, 41:34:40.332d, (365 87200 1.22 -0.3)
1Jy 1633+38, radec J2000, 16:35:15.4752h, 38:08:04.38d, (365 90000 -0.002026 0.1133)
1Jy 1634+62 | *3C343.0, radec J2000, 16:34:33.78h, 62:45:35.82d, (178 14900 5.62 -1.39 0 0 -12.87 -1)
1Jy 1637+62 | *3C343.1, radec J2000, 16:38:28.1712h, 62:34:44.184d, (178 14900 5.92 -1.48 0 0 -13.54 -1)
1Jy 1637+57, radec J2000, 16:38:13.4424h, 57:20:23.964d, (408 90000 -0.6104 0.1968)
1Jy 1637-77, radec J2000, 16:44:20.0616h, -77:15:41.904d, (468 5009 2.96 -0.68)
1Jy 1638+39, radec J2000, 16:40:29.6208h, 39:46:45.984d, (365 31400 -0.2505 0.07452)
1Jy 1638+12, radec J2000, 16:40:47.9232h, 12:20:01.968d, (318 31400 3.49 -0.88 0 0 -9.32 -1)
1Jy 1641+39 | *3C345.0, radec J2000, 16:42:58.8024h, 39:48:36.936d, (26 90000 0.7338 0.05422)
1Jy 1641+17 | *3C346, radec J2000, 16:43:48.6792h, 17:15:48.996d, (20 31400 2.72 -0.68)
1Jy 1642+69, radec J2000, 16:42:07.788h, 68:56:39.696d, (408 90000 -0.3482 0.1651)
1Jy 1648+015, radec J2000, 16:51:03.6816h, 1:29:05.784d, (408 22000 1.36 -0.4)
1Jy 1648+05 | *3C348.0, radec J2000, 16:51:08.6688h, 4:59:30.3d, (12 31400 4.57 -0.84 0 0 -0.01 1)
1Jy 1652+39, radec J2000, 16:53:52.2264h, 39:45:36.036d, (365 90000 0.61 -0.13)
1Jy 1655+077, radec J2000, 16:58:09.0336h, 7:41:26.844d, (365 31400 -0.84 0.23 0 0 7.96 -1)
1Jy 1655-77, radec J2000, 17:02:42.024h, -77:41:57.228d, (468 5009 2.51 -0.68)
1Jy 1656+053, radec J2000, 16:58:33.4416h, 5:15:16.56d, (365 31400 -0.04481 0.1139)
1Jy 1658+47 | *3C349.0, radec J2000, 16:59:29.5392h, 47:02:44.124d, (38 14900 2.99 -0.79)
1Jy 1704+60 | *3C351.0, radec J2000, 17:04:42.3216h, 60:44:49.632d, (38 31400 2.98 -0.78)
1Jy 1717-00 | *3C353.0, radec J2000, 17:20:30.4776h, -0:58:51.384d, (10 31400 3.955 -0.7006)
1Jy 1718-649, radec J2000, 17:23:41.0664h, -65:00:34.848d, (800 5009 0.8723 -0.07875)
1Jy 1721-02, radec J2000, 17:24:36.648h, -2:41:02.58d, (178 5009 1.85 -0.48)
1Jy 1725+044, radec J2000, 17:28:24.9312h, 4:27:04.896d, (408 10695 -2.8 1.14 0 0 -0.04 1)
1Jy 1726+31 | *3C357, radec J2000, 17:28:18.4704h, 31:46:14.376d, (26 14900 3.51 -0.93 0 0 -3.4 -1)
1Jy 1732+38, radec J2000, 17:34:20.568h, 38:57:51.408d, (408 31400 -0.3091 0.07769)
1Jy 1733-56, radec J2000, 17:37:37.2528h, -56:33:43.992d, (635 5009 1.42 -0.32 0 0 11.39 -1)
1Jy 1737-60, radec J2000, 17:42:01.848h, -60:55:23.592d, (800 5009 2.568 -0.6801)
1Jy 1739+52, radec J2000, 17:40:36.9576h, 52:11:43.368d, (408 90000 0.008092 0.02402)
1Jy 1740-517, radec J2000, 17:44:27.1536h, -51:44:36.636d, (800 5009 2.963 -0.6702)
1Jy 1741-03, radec J2000, 17:43:58.8552h, -3:50:04.74d, (365 31400 -0.3793 0.2023)
1Jy 1749+70, radec J2000, 17:48:32.8008h, 70:05:50.64d, (408 31400 0.338 -0.05355)
1Jy 1749+09, radec J2000, 17:51:32.8128h, 9:39:00.612d, (318 90000 -0.6662 0.2067)
1Jy 1751+44, radec J2000, 17:53:22.6416h, 44:09:45.684d, (408 31400 -0.6327 0.1556)
1Jy 1800+44, radec J2000, 18:01:32.3136h, 44:04:21.144d, (408 31400 0.2714 -0.09048)
1Jy 1803+78, radec J2000, 18:00:45.624h, 78:28:03.936d, (408 31400 -0.1352 0.1385)
1Jy 1807+69 | *3C371.0, radec J2000, 18:06:50.6496h, 69:49:28.02d, (178 90000 0.8826 -0.1552)
1Jy 1814-63, radec J2000, 18:19:35.1912h, -63:45:45.864d, (635 8870 3.92 -0.89)
1Jy 1815-554, radec J2000, 18:19:48.8448h, -55:21:18.576d, (800 5009 0.2184 -0.0238)
1Jy 1823+56, radec J2000, 18:24:07.0896h, 56:51:01.44d, (408 90000 0.2684 -0.02077)
1Jy 1828+48 | *3C380.0, radec J2000, 18:29:31.8048h, 48:44:46.5d, (26 31400 3.165 -0.6294)
1Jy 1829+29, radec J2000, 18:31:15.0288h, 29:07:11.46d, (318 15300 4.53 -1.13 0 0 -11.34 -1)
1Jy 1829-718, radec J2000, 18:35:38.004h, -71:49:52.608d, (800 5009 3.826 -1.032)
1Jy 1830+28, radec J2000, 18:32:50.1648h, 28:33:41.508d, (178 31400 0.09 -0.08 0 0 8.81 -1)
1Jy 1831-711, radec J2000, 18:37:31.1976h, -71:08:43.152d, (800 5009 0.6962 -0.1678)
1Jy 1832+47 | *3C381.0, radec J2000, 18:33:46.1472h, 47:27:20.736d, (26 14900 2.98 -0.77)
1Jy 1839-48, radec J2000, 18:43:15.4512h, -48:36:43.128d, (80 5009 2.82 -0.73)
1Jy 1842+45 | *3C388.0, radec J2000, 18:44:02.3856h, 45:33:29.736d, (26 14900 4.05 -1 0 0 -3.19 -1)
1Jy 1845+79 | *3C390.3, radec J2000, 18:42:17.064h, 79:45:56.376d, (38 31400 3.8 -0.8695)
1Jy 1903-80, radec J2000, 19:12:41.2944h, -80:09:53.568d, (800 8870 -0.25 0.13)
1Jy 1928+73, radec J2000, 19:27:48.4536h, 73:58:01.38d, (800 31400 -0.75 0.5 0 0 -0.01 1)
1Jy 1929-397, radec J2000, 19:33:24.636h, -39:40:35.508d, (800 31400 2.571 -0.6925)
1Jy 1932-46, radec J2000, 19:35:57.0336h, -46:20:43.656d, (80 8870 4.25 -1)
1Jy 1933-400, radec J2000, 19:37:16.2048h, -39:58:01.128d, (800 31400 0.19 -0.04)
1Jy 1934-63, radec J2000, 19:39:25.0752h, -63:42:42.552d, (468 8870 13.53 -3 0 0 -67.11 -1)
1Jy 1936-15, radec J2000, 19:39:26.4048h, -15:25:34.032d, (408 31400 3.93 -0.8 0 0 -33.11 -1)
1Jy 1936-623, radec J2000, 19:41:25.3872h, -62:11:20.58d, (800 8870 1.572 -0.4296)
1Jy 1938-15, radec J2000, 19:41:15.156h, -15:24:32.256d, (80 31400 5.62 -1.35 0 0 -11.82 -1)
1Jy 1939+60 | *3C401.0, radec J2000, 19:40:25.0272h, 60:41:36.636d, (178 14900 4.86 -1.22 0 0 -7.41 -1)
1Jy 1949+02 | *3C403.0, radec J2000, 19:52:15.3888h, 2:30:28.188d, (38 22000 3.018 -0.7165)
1Jy 1954+51, radec J2000, 19:55:42.6936h, 51:31:48.792d, (408 31400 1.359 -0.339)
1Jy 1954-55, radec J2000, 19:58:17.2056h, -55:09:33.84d, (468 5009 3.41 -0.82)
1Jy 1954-388, radec J2000, 19:57:59.7792h, -38:45:05.364d, (800 31400 0.13 0.03)
1Jy 1958-179, radec J2000, 20:00:57.108h, -17:48:57.06d, (327 10695 -0.3796 0.1096)
1Jy 2000-330, radec J2000, 20:03:24.0456h, -32:51:45.252d, (800 31400 -2.809 0.7754)
1Jy 2005-489, radec J2000, 20:09:26.2296h, -48:49:55.2d, (800 5009 -0.8006 0.2407)
1Jy 2007+77, radec J2000, 20:05:30.9504h, 77:52:43.176d, (408 31400 -0.2508 0.06706)
1Jy 2008-068, radec J2000, 20:11:14.2224h, -6:44:03.696d, (408 10695 7.52 -1.77 0 0 -35.74 -1)
1Jy 2008-159, radec J2000, 20:11:15.6912h, -15:46:39.576d, (408 31400 -0.4048 0.123)
1Jy 2020-57, radec J2000, 20:24:20.8152h, -57:23:35.484d, (408 5009 2.76 -0.74)
1Jy 2021+61, radec J2000, 20:22:06.6432h, 61:36:58.824d, (408 31400 -0.43 0.31 0 0 -0.01 1)
1Jy 2029+121, radec J2000, 20:31:54.9672h, 12:19:41.268d, (408 10695 1.56 -0.37 0 0 -8.05 -1)
1Jy 2032-35, radec J2000, 20:35:47.5584h, -34:54:04.86d, (80 31400 3.19 -0.78)
1Jy 2037-253, radec J2000, 20:40:08.7144h, -25:07:44.472d, (408 10695 0.72 -0.23)
1Jy 2044-02 | *3C422.0, radec J2000, 20:47:10.2504h, -2:36:24.264d, (178 22000 2.4 -0.65)
1Jy 2052-47, radec J2000, 20:56:16.7736h, -47:14:57.156d, (800 8870 1.72 -0.37)
1Jy 2053-20, radec J2000, 20:56:04.2408h, -19:56:33.972d, (327 10695 4.97 -1.29 0 0 -10.79 -1)
1Jy 2058-28, radec J2000, 21:01:38.1264h, -28:01:59.736d, (80 5009 3.4 -0.84)
1Jy 2104+76 | *3C427.1, radec J2000, 21:04:07.5096h, 76:33:06.768d, (38 14900 4.93 -1.3 0 0 -5.71 -1)
1Jy 2104-25, radec J2000, 21:07:20.6808h, -25:26:59.244d, (80 31400 5.18 -1.2 0 0 -7.14 -1)
1Jy 2106-413, radec J2000, 21:09:33.1824h, -41:10:18.408d, (800 31400 2.43 -0.42 0 0 -22.46 -1)
1Jy 2113+29, radec J2000, 21:15:29.4288h, 29:33:36.792d, (318 31400 -1.17 0.41 0 0 -0.01 1)
1Jy 2121+24 | *3C433, radec J2000, 21:23:44.532h, 25:04:10.056d, (26 31400 4.35 -1 0 0 -2.44 -1)
1Jy 2126-15, radec J2000, 21:29:12.2952h, -15:38:44.484d, (800 31400 3.79 -1.22 0 0 0.02 1)
1Jy 2128+04, radec J2000, 21:30:32.8968h, 5:02:17.484d, (318 31400 1.659 -0.3572)
1Jy 2128-12, radec J2000, 21:31:35.3016h, -12:07:07.86d, (408 31400 -0.1777 0.1412)
1Jy 2131-021, radec J2000, 21:34:10.5144h, -1:53:18.024d, (365 31400 0.1944 0.03468)
1Jy 2134+00, radec J2000, 21:36:38.5632h, 0:41:54.528d, (318 31400 -1.771 0.735)
1Jy 2135-14, radec J2000, 21:37:44.628h, -14:32:55.104d, (80 31400 3.23 -0.84)
1Jy 2135-209, radec J2000, 21:37:50.1744h, -20:42:27.936d, (408 31400 4.79 -1.19 0 0 -9.95 -1)
1Jy 2136+14, radec J2000, 21:39:01.3008h, 14:23:36.06d, (318 31400 -0.26 0.09)
1Jy 2140-81, radec J2000, 21:47:24.0888h, -81:26:09.744d, (800 5009 2.701 -0.7299)
1Jy 2142-75, radec J2000, 21:47:14.9256h, -75:36:20.016d, (800 8870 1.294 -0.3266)
1Jy 2144+09, radec J2000, 21:47:10.2024h, 9:29:46.608d, (318 89600 -1 0.23 0 0 4.73 -1)
1Jy 2145+06, radec J2000, 21:48:05.4648h, 6:57:38.7d, (318 31400 0.2216 0.08914)
1Jy 2149+05, radec J2000, 21:51:37.8888h, 5:52:13.08d, (318 31400 1.47 -0.3 0 0 -14.51 -1)
1Jy 2149-28, radec J2000, 21:52:03.8328h, -28:28:29.604d, (800 31400 3.72 -0.99)
1Jy 2149-306, radec J2000, 21:51:55.5264h, -30:27:53.352d, (800 31400 0.37 -0.09)
1Jy 2150+17, radec J2000, 21:52:24.7704h, 17:34:37.704d, (15 87200 -0.02497 -0.005362)
1Jy 2150-52, radec J2000, 21:54:07.056h, -51:50:12.66d, (408 5009 2.87 -0.75)
1Jy 2153+37 | *3C438.0, radec J2000, 21:55:52.2888h, 38:00:30.204d, (26 31400 5.19 -1.32 0 0 -4.07 -1)
1Jy 2153-69, radec J2000, 21:57:09.6048h, -69:41:28.68d, (468 5009 3.99 -0.79)
1Jy 2155-152, radec J2000, 21:58:06.396h, -15:01:07.212d, (408 90000 0.3939 -0.04197)
1Jy 2200+42, radec J2000, 22:02:43.2792h, 42:16:40.116d, (408 90000 -0.03227 0.2004)
1Jy 2201+31, radec J2000, 22:03:14.9568h, 31:45:38.412d, (318 90000 0.4372 -0.02282)
1Jy 2203-18, radec J2000, 22:06:10.392h, -18:35:38.184d, (80 31400 1.982 -0.3691)
1Jy 2204-54, radec J2000, 22:07:43.7136h, -53:46:28.884d, (468 5009 -2.42 0.65 0 0 17.16 -1)
1Jy 2206-237, radec J2000, 22:09:20.1024h, -23:31:52.356d, (800 10695 3 -0.83)
1Jy 2209+08, radec J2000, 22:12:01.3992h, 8:19:16.176d, (178 31400 0.38 -0.15 0 0 8.64 -1)
1Jy 2210+01, radec J2000, 22:12:38.0088h, 1:52:51.168d, (318 22000 5.04 -1.24 0 0 -15.99 -1)
1Jy 2210-25, radec J2000, 22:13:02.5848h, -25:29:31.272d, (408 31400 0.28 -0.07)
1Jy 2211-17 | *3C444.0, radec J2000, 22:14:25.56h, -17:01:38.46d, (80 5009 5.21 -1.29 0 0 -3.83 -1)
1Jy 2216-03, radec J2000, 22:18:52.1016h, -3:35:37.14d, (365 90000 -1.15 0.3874)
1Jy 2221-02 | *3C445.0, radec J2000, 22:23:50.4504h, -2:06:43.956d, (12 5009 2.97 -0.711)
1Jy 2223+21, radec J2000, 22:25:38.0232h, 21:18:06.12d, (318 31400 2.58 -0.63 0 0 -5.83 -1)
1Jy 2223-05 | *3C446.0, radec J2000, 22:25:47.256h, -4:57:01.26d, (20 90000 1.744 -0.2911)
1Jy 2226-41, radec J2000, 22:29:19.0176h, -40:51:32.472d, (80 31400 2.73 -0.72)
1Jy 2227-08, radec J2000, 22:29:40.1928h, -8:32:59.136d, (408 31400 -0.1929 0.1078)
